Name,System,Year,Platform,Genre,Publisher,Global_Sales,Critic_Score
MLB 07: The Show,PLAYSTATION,2007,PS3,Sports,Sony Computer Entertainment,0.31,77
Crash Nitro Kart,XBOX,2003,XB,Racing,Vivendi Games,0.31,70
Harry Potter and the Half-Blood Prince,XBOX,2009,X360,Action,Electronic Arts,0.31,64
NBA Inside Drive 2003,XBOX,2002,XB,Sports,Microsoft Game Studios,0.31,72
FIFA Street,PLAYSTATION,2005,PS2,Sports,Electronic Arts,0.31,59
Fate/Extra,PLAYSTATION,2010,PSP,Role-Playing,Marvelous Interactive,0.31,58
Drakengard 3,PLAYSTATION,2013,PS3,Role-Playing,Square Enix,0.31,61
Catherine,XBOX,2011,X360,Adventure,Deep Silver,0.31,82
The Matrix: Path of Neo,XBOX,2005,XB,Action,Atari,0.31,73
Mortal Kombat: Shaolin Monks,XBOX,2005,XB,Action,Midway Games,0.31,78
WipEout Pulse,PLAYSTATION,2007,PSP,Racing,Sony Computer Entertainment,0.31,82
The Legend of Spyro: Dawn of the Dragon,XBOX,2008,X360,Platform,Vivendi Games,0.31,62
Fuel,XBOX,2009,X360,Racing,Codemasters,0.31,66
Tropico 5,PLAYSTATION,2015,PS4,Simulation,Kalypso Media,0.31,76
KISS Pinball,PLAYSTATION,2001,PS,Action,Take-Two Interactive,0.31,26
Brothers In Arms: Earned in Blood,XBOX,2005,XB,Shooter,Ubisoft,0.31,85
Skylanders: SuperChargers,PLAYSTATION,2015,PS4,Action,Activision,0.31,81
Dark Void,XBOX,2010,X360,Action,Capcom,0.31,59
Manhunt 2,PLAYSTATION,2007,PSP,Action,Take-Two Interactive,0.31,69
Mega Man Maverick Hunter X,PLAYSTATION,2005,PSP,Platform,Capcom,0.31,79
Clash of the Titans,PLAYSTATION,2010,PS3,Action,Namco Bandai Games,0.31,41
Major League Baseball 2K8,PLAYSTATION,2008,PS3,Sports,Bethesda Softworks,0.31,67
Tiger Woods PGA Tour 06,XBOX,2005,X360,Sports,Electronic Arts,0.31,71
Jonah Lomu Rugby Challenge,XBOX,2011,X360,Sports,Home Entertainment Suppliers,0.31,73
Midway Arcade Treasures 2,XBOX,2004,XB,Misc,Midway Games,0.31,74
Pro Evolution Soccer 2013,XBOX,2012,X360,Sports,Konami Digital Entertainment,0.31,82
Star Wars Racer Revenge,PLAYSTATION,2002,PS2,Racing,LucasArts,0.31,73
NCAA Final Four 2002,PLAYSTATION,2001,PS2,Sports,Sony Computer Entertainment,0.31,52
Blade II,PLAYSTATION,2002,PS2,Action,Activision,0.31,49
TRON: Evolution,XBOX,2010,X360,Action,Disney Interactive Studios,0.31,58
Bruce Lee: Quest of the Dragon,XBOX,2002,XB,Fighting,Universal Interactive,0.31,32
Disney's The Emperor's New Groove,PLAYSTATION,2000,PS,Platform,Sony Computer Entertainment,0.31,66
Dragon Ball Z: Battle of Z,PLAYSTATION,2014,PS3,Fighting,Namco Bandai Games,0.31,54
Disney's Stitch: Experiment 626,PLAYSTATION,2002,PS2,Action,Sony Computer Entertainment,0.31,59
Orphen: Scion of Sorcery,PLAYSTATION,2000,PS2,Role-Playing,Activision,0.31,54
NBA Live 08,PLAYSTATION,2007,PSP,Sports,Electronic Arts,0.31,73
Midtown Madness 3,XBOX,2003,XB,Racing,Microsoft Game Studios,0.3,76
Monsters vs. Aliens,PLAYSTATION,2009,PS3,Action,Activision,0.3,66
NASCAR 2011: The Game,XBOX,2011,X360,Racing,Activision,0.3,62
BlazBlue: Chrono Phantasma,PLAYSTATION,2013,PS3,Fighting,Arc System Works,0.3,83
Chaos Legion,PLAYSTATION,2003,PS2,Action,Capcom,0.3,65
Neopets: The Darkest Faerie,PLAYSTATION,2005,PS2,Adventure,Sony Computer Entertainment,0.3,61
Naruto Shippuden: Ultimate Ninja Storm 4,XBOX,2016,XOne,Fighting,Namco Bandai Games,0.3,81
Batman: Arkham VR,PLAYSTATION,2016,PS4,Action,Warner Bros. Interactive Entertainment,0.3,75
24: The Game,PLAYSTATION,2006,PS2,Adventure,Sony Computer Entertainment,0.3,62
The King of Fighters XIII,PLAYSTATION,2011,PS3,Fighting,Rising Star Games,0.3,77
Magna Carta 2,XBOX,2009,X360,Role-Playing,Banpresto,0.3,69
Romance of the Three Kingdoms VIII,PLAYSTATION,2002,PS2,Strategy,Tecmo Koei,0.3,77
F1 2013,XBOX,2013,X360,Racing,Codemasters,0.3,79
Final Fantasy XI: Wings of the Goddess,XBOX,2007,X360,Role-Playing,Square Enix,0.3,63
PowerUp Heroes,XBOX,2011,X360,Fighting,Ubisoft,0.3,61
Rayman 2: Revolution,PLAYSTATION,2000,PS2,Platform,Ubisoft,0.3,90
Army Men: Air Attack 2,PLAYSTATION,2000,PS,Action,3DO,0.3,74
Stranglehold,PLAYSTATION,2007,PS3,Shooter,Midway Games,0.3,77
Pride FC: Fighting Championships,PLAYSTATION,2003,PS2,Fighting,THQ,0.3,73
Eternal Ring,PLAYSTATION,2000,PS2,Role-Playing,Ubisoft,0.3,62
Dynasty Warriors 6,XBOX,2007,X360,Action,Tecmo Koei,0.3,60
Silent Hill: Shattered Memories,PLAYSTATION,2010,PSP,Action,Konami Digital Entertainment,0.3,73
Dance Dance Revolution Universe 3,XBOX,2008,X360,Simulation,Konami Digital Entertainment,0.3,65
Showdown: Legends of Wrestling,PLAYSTATION,2004,PS2,Fighting,Acclaim Entertainment,0.3,55
Full Spectrum Warrior,PLAYSTATION,2005,PS2,Strategy,THQ,0.3,74
The Sims 2: Pets,PLAYSTATION,2006,PS2,Simulation,Electronic Arts,0.3,68
Fist of the North Star: Ken's Rage 2,PLAYSTATION,2012,PS3,Fighting,Tecmo Koei,0.3,49
MLB SlugFest Loaded,PLAYSTATION,2004,PS2,Sports,Midway Games,0.3,77
Teenage Mutant Ninja Turtles,XBOX,2003,XB,Action,Konami Digital Entertainment,0.3,56
Capcom Classics Collection Remixed,PLAYSTATION,2006,PSP,Misc,Capcom,0.3,72
Lego Star Wars: The Force Awakens,XBOX,2016,XOne,Action,Warner Bros. Interactive Entertainment,0.3,76
Spider-Man 3,PLAYSTATION,2007,PSP,Platform,Activision,0.3,52
Sorcery,PLAYSTATION,2012,PS3,Action,Sony Computer Entertainment,0.29,70
Harry Potter and the Order of the Phoenix,XBOX,2007,X360,Action,Electronic Arts,0.29,68
Grandia II,PLAYSTATION,2002,PS2,Role-Playing,Ubisoft,0.29,71
Spider-Man: Friend or Foe,XBOX,2007,X360,Action,Activision,0.29,60
Guitar Hero: Van Halen,XBOX,2009,X360,Misc,Activision,0.29,57
Def Jam Rapstar,XBOX,2010,X360,Misc,Konami Digital Entertainment,0.29,74
Outlaw Golf,XBOX,2002,XB,Sports,TDK Mediactive,0.29,72
Mini Ninjas,XBOX,2009,X360,Action,Eidos Interactive,0.29,73
WinBack: Covert Operations,PLAYSTATION,2000,PS2,Shooter,Midas Interactive Entertainment,0.29,66
Syphon Filter: Dark Mirror,PLAYSTATION,2006,PSP,Shooter,Sony Computer Entertainment,0.29,87
Up,XBOX,2009,X360,Action,THQ,0.29,61
NBA Live 06,XBOX,2005,X360,Sports,Electronic Arts,0.29,64
Front Mission Evolved,PLAYSTATION,2010,PS3,Shooter,Square Enix,0.29,58
Dynasty Warriors: Strikeforce,PLAYSTATION,2009,PS3,Action,Tecmo Koei,0.29,64
NieR,XBOX,2010,X360,Role-Playing,Square Enix,0.29,67
Area 51,XBOX,2005,XB,Shooter,Midway Games,0.29,72
Deadpool,PLAYSTATION,2015,PS4,Action,Activision,0.29,60
UEFA Euro 2016,PLAYSTATION,2016,PS4,Sports,Konami Digital Entertainment,0.29,72
Wanted: Weapons of Fate,PLAYSTATION,2009,PS3,Shooter,Warner Bros. Interactive Entertainment,0.29,61
Mega Man X8,PLAYSTATION,2004,PS2,Platform,Capcom,0.29,68
The Chronicles of Riddick: Assault on Dark Athena,XBOX,2009,X360,Shooter,Atari,0.29,82
Ford Mustang: The Legend Lives,PLAYSTATION,2005,PS2,Racing,Take-Two Interactive,0.29,58
FlatOut: Head On,PLAYSTATION,2008,PSP,Racing,Empire Interactive,0.29,74
Heroes of the Pacific,PLAYSTATION,2005,PS2,Simulation,Codemasters,0.29,76
X-Men Legends II: Rise of Apocalypse,PLAYSTATION,2005,PSP,Role-Playing,Activision,0.29,84
Madden NFL 08,XBOX,2007,XB,Sports,Electronic Arts,0.29,76
Starhawk,PLAYSTATION,2012,PS3,Action,Sony Computer Entertainment,0.29,77
Pirates of the Caribbean,XBOX,2003,XB,Role-Playing,Ubisoft,0.29,65
Ace Combat: Joint Assault,PLAYSTATION,2010,PSP,Simulation,Namco Bandai Games,0.29,71
Turning Point: Fall of Liberty,XBOX,2008,X360,Shooter,Codemasters,0.29,43
Shrek Super Party,PLAYSTATION,2002,PS2,Misc,TDK Mediactive,0.29,30
"Sakura Wars: So Long, My Love",PLAYSTATION,2005,PS2,Role-Playing,Sega,0.29,81
Dynasty Tactics,PLAYSTATION,2002,PS2,Strategy,Tecmo Koei,0.29,79
Call of Juarez: The Cartel,PLAYSTATION,2011,PS3,Shooter,Ubisoft,0.29,45
Angry Birds Star Wars,PLAYSTATION,2013,PS3,Strategy,Activision,0.29,49
Metal Gear Solid V: Ground Zeroes,XBOX,2014,XOne,Action,Konami Digital Entertainment,0.29,76
Disgaea 5: Alliance of Vengeance,PLAYSTATION,2015,PS4,Role-Playing,Nippon Ichi Software,0.29,80
Rayman 3: Hoodlum Havoc,PLAYSTATION,2003,PS2,Platform,Ubisoft,0.29,76
Warriors Orochi 2,PLAYSTATION,2008,PSP,Action,Tecmo Koei,0.29,56
Psi-Ops: The Mindgate Conspiracy,PLAYSTATION,2004,PS2,Shooter,Midway Games,0.29,84
NASCAR 08,XBOX,2007,X360,Racing,Electronic Arts,0.29,59
Links 2004,XBOX,2003,XB,Sports,Microsoft Game Studios,0.29,80
Majin and the Forsaken Kingdom,PLAYSTATION,2010,PS3,Adventure,Namco Bandai Games,0.29,72
Monster 4x4: Masters of Metal,PLAYSTATION,2003,PS2,Racing,Ubisoft,0.28,48
The Warriors,XBOX,2005,XB,Action,Take-Two Interactive,0.28,85
Shadow Hearts,PLAYSTATION,2001,PS2,Role-Playing,Midway Games,0.28,73
Street Hoops,XBOX,2002,XB,Sports,Activision,0.28,58
R: Racing Evolution,PLAYSTATION,2003,PS2,Racing,Namco Bandai Games,0.28,66
The Golden Compass,PLAYSTATION,2007,PS3,Action,Sega,0.28,40
Hatsune Miku: Project Diva f,PLAYSTATION,2013,PS3,Misc,Sega,0.28,73
Marvel Nemesis: Rise of the Imperfects,XBOX,2005,XB,Fighting,Electronic Arts,0.28,58
Viewtiful Joe,PLAYSTATION,2004,PS2,Action,Capcom,0.28,90
DeathSmiles,XBOX,2009,X360,Shooter,Rising Star Games,0.28,76
Fable: The Journey,XBOX,2012,X360,Role-Playing,Microsoft Game Studios,0.28,61
Bladestorm: The Hundred Years' War,PLAYSTATION,2007,PS3,Action,Tecmo Koei,0.28,58
SAW,XBOX,2009,X360,Action,Konami Digital Entertainment,0.28,59
Chromehounds,XBOX,2006,X360,Simulation,Sega,0.28,71
Harry Potter and the Sorcerer's Stone,PLAYSTATION,2003,PS2,Action,Electronic Arts,0.28,56
Kung Fu Chaos,XBOX,2003,XB,Fighting,Microsoft Game Studios,0.28,68
Jackass the Game,PLAYSTATION,2007,PS2,Action,Empire Interactive,0.28,58
Pirates of the Caribbean: Dead Man's Chest,PLAYSTATION,2006,PSP,Adventure,Disney Interactive Studios,0.28,52
Operation Flashpoint: Red River,XBOX,2011,X360,Shooter,Codemasters,0.28,69
Transformers: Dark of the Moon,XBOX,2011,X360,Action,Activision,0.28,59
Syphon Filter: Dark Mirror,PLAYSTATION,2007,PS2,Shooter,Sony Computer Entertainment,0.28,70
Mission: Impossible - Operation Surma,PLAYSTATION,2003,PS2,Platform,Atari,0.28,64
MLB 07: The Show,PLAYSTATION,2007,PSP,Sports,Sony Computer Entertainment,0.28,82
Driver: Parallel Lines,PLAYSTATION,2006,PS2,Racing,Atari,0.28,69
Backyard Wrestling 2: There Goes the Neighborhood,PLAYSTATION,2004,PS2,Fighting,Eidos Interactive,0.28,46
Dead or Alive,PLAYSTATION,1998,PS,Fighting,Sony Computer Entertainment,0.28,84
Dead to Rights: Retribution,PLAYSTATION,2010,PS3,Shooter,Namco Bandai Games,0.28,60
Wild ARMs 5,PLAYSTATION,2006,PS2,Role-Playing,505 Games,0.28,71
NFL Blitz 20-02,PLAYSTATION,2002,PS2,Sports,Midway Games,0.28,76
El Shaddai: Ascension of the Metatron,PLAYSTATION,2011,PS3,Action,Ignition Entertainment,0.28,78
Tony Hawk: Shred,PLAYSTATION,2010,PS3,Sports,Activision,0.28,56
NCAA March Madness 2005,XBOX,2004,XB,Sports,Electronic Arts,0.28,80
Kenka Bancho: Badass Rumble,PLAYSTATION,2008,PSP,Action,Spike,0.28,70
Silent Hill 2: Restless Dreams,XBOX,2001,XB,Action,Konami Digital Entertainment,0.28,84
Bass Strike,PLAYSTATION,2001,PS2,Sports,THQ,0.28,57
NHL Hitz 20-03,PLAYSTATION,2002,PS2,Sports,Midway Games,0.28,82
Bionic Commando,XBOX,2009,X360,Platform,Capcom,0.28,70
Monopoly Streets,XBOX,2010,X360,Misc,Electronic Arts,0.28,66
Trivial Pursuit,PLAYSTATION,2009,PS3,Misc,Electronic Arts,0.28,66
Medieval Moves: Deadmund's Quest,PLAYSTATION,2011,PS3,Action,Sony Computer Entertainment,0.28,61
Mister Mosquito,PLAYSTATION,2001,PS2,Shooter,Eidos Interactive,0.28,65
Rugby World Cup 2011,XBOX,2011,X360,Sports,505 Games,0.28,55
Virtua Fighter 5 Online,XBOX,2007,X360,Fighting,Sega,0.28,89
Indiana Jones and the Staff of Kings,PLAYSTATION,2009,PS2,Action,Activision,0.28,55
Angry Birds Star Wars,XBOX,2013,X360,Strategy,Activision,0.28,59
One Piece: Unlimited World Red,PLAYSTATION,2014,PS3,Action,Namco Bandai Games,0.28,71
True Crime: New York City,XBOX,2005,XB,Action,Activision,0.28,60
Summer Heat Beach Volleyball,PLAYSTATION,2003,PS2,Sports,Acclaim Entertainment,0.28,65
Myst III: Exile,PLAYSTATION,2002,PS2,Adventure,Ubisoft,0.28,57
Army of Two: The Devil's Cartel,PLAYSTATION,2013,PS3,Shooter,Electronic Arts,0.28,58
Patapon 3,PLAYSTATION,2011,PSP,Misc,Sony Computer Entertainment,0.27,74
Tao Feng: Fist of the Lotus,XBOX,2003,XB,Fighting,Microsoft Game Studios,0.27,65
Guitar Hero: Van Halen,PLAYSTATION,2009,PS3,Misc,Activision,0.27,59
Siren: Blood Curse,PLAYSTATION,2008,PS3,Action,Sony Computer Entertainment,0.27,78
NHL Hitz 20-02,XBOX,2001,XB,Sports,Midway Games,0.27,79
GRID 2,XBOX,2013,X360,Racing,Codemasters,0.27,78
Evil Dead: Hail to the King,PLAYSTATION,2000,PS,Adventure,THQ,0.27,51
Dave Mirra Freestyle BMX: Maximum Remix,PLAYSTATION,2001,PS,Sports,Acclaim Entertainment,0.27,67
Rock Revolution,XBOX,2008,X360,Misc,Konami Digital Entertainment,0.27,38
Dead Rising 2: Off the Record,XBOX,2011,X360,Action,Capcom,0.27,72
Athens 2004,PLAYSTATION,2004,PS2,Sports,Sony Computer Entertainment,0.27,61
Pro Race Driver,PLAYSTATION,2002,PS2,Racing,Codemasters,0.27,81
Iron Man 2,XBOX,2010,X360,Action,Sega,0.27,41
Rocky: Legends,PLAYSTATION,2004,PS2,Action,Ubisoft,0.27,65
The Warriors,PLAYSTATION,2007,PSP,Action,Take-Two Interactive,0.27,81
RalliSport Challenge 2,XBOX,2004,XB,Racing,Microsoft Game Studios,0.27,87
F1 Race Stars,XBOX,2012,X360,Racing,Codemasters,0.27,64
NHL 07,XBOX,2006,X360,Sports,Electronic Arts,0.27,79
Fullmetal Alchemist 2: Curse of the Crimson Elixir,PLAYSTATION,2004,PS2,Role-Playing,Square Enix,0.27,67
NASCAR 06: Total Team Control,XBOX,2005,XB,Racing,Electronic Arts,0.27,79
BloodRayne 2,PLAYSTATION,2004,PS2,Shooter,THQ,0.27,70
Rory McIlroy PGA Tour,XBOX,2015,XOne,Action,Electronic Arts,0.27,60
The Club,XBOX,2008,X360,Shooter,Sega,0.27,76
NHL 2002,XBOX,2001,XB,Sports,Electronic Arts,0.27,89
LEGO The Hobbit,XBOX,2014,XOne,Action,Warner Bros. Interactive Entertainment,0.27,69
Lightning Returns: Final Fantasy XIII,XBOX,2013,X360,Role-Playing,Square Enix,0.27,69
Shadow of Rome,PLAYSTATION,2005,PS2,Action,Capcom,0.27,75
NASCAR 2011: The Game,PLAYSTATION,2011,PS3,Racing,Activision,0.27,62
Harry Potter and the Order of the Phoenix,PLAYSTATION,2007,PS2,Action,Electronic Arts,0.27,61
Stuntman: Ignition,PLAYSTATION,2007,PS2,Racing,THQ,0.27,71
Fantastic 4,XBOX,2005,XB,Action,Activision,0.27,62
MotoGP,PLAYSTATION,2000,PS2,Racing,Namco Bandai Games,0.27,77
Shadows of the Damned,PLAYSTATION,2011,PS3,Action,Electronic Arts,0.27,77
Reign of Fire,PLAYSTATION,2002,PS2,Shooter,BAM! Entertainment,0.27,56
The BIGS,XBOX,2007,X360,Sports,Take-Two Interactive,0.27,79
Jurassic Park: Operation Genesis,PLAYSTATION,2003,PS2,Simulation,Konami Digital Entertainment,0.27,75
Knockout Kings 2002,XBOX,2002,XB,Sports,Electronic Arts,0.27,78
InuYasha: Feudal Combat,PLAYSTATION,2005,PS2,Fighting,Namco Bandai Games,0.27,52
R.U.S.E.,XBOX,2010,X360,Strategy,Ubisoft,0.27,78
Duel Masters,PLAYSTATION,2004,PS2,Strategy,Atari,0.27,66
MotionSports: Adrenaline,XBOX,2011,X360,Sports,Ubisoft,0.27,41
NBA 07,PLAYSTATION,2006,PS3,Sports,Sony Computer Entertainment,0.27,63
Call of Juarez: The Cartel,XBOX,2011,X360,Shooter,Ubisoft,0.27,47
Section 8,XBOX,2009,X360,Shooter,SouthPeak Games,0.27,69
ESPN NBA Basketball,XBOX,2003,XB,Sports,Sega,0.27,87
Lowrider,PLAYSTATION,2002,PS2,Misc,Pacific Century Cyber Works,0.26,46
Family Guy: Back to the Multiverse,PLAYSTATION,2012,PS3,Action,Activision,0.26,40
All-Pro Football 2K8,XBOX,2007,X360,Sports,Take-Two Interactive,0.26,75
Plants vs. Zombies,XBOX,2010,X360,Strategy,PopCap Games,0.26,89
Batman: Return to Arkham,PLAYSTATION,2016,PS4,Action,Warner Bros. Interactive Entertainment,0.26,73
Rune: Viking Warlord,PLAYSTATION,2001,PS2,Action,Take-Two Interactive,0.26,53
The Incredible Hulk,XBOX,2008,X360,Action,Sega,0.26,55
Panzer Dragoon Orta,XBOX,2002,XB,Shooter,Sega,0.26,90
Superman Returns,XBOX,2006,X360,Action,Electronic Arts,0.26,51
Tearaway Unfolded,PLAYSTATION,2015,PS4,Platform,Sony Computer Entertainment,0.26,81
MLB SlugFest 2006,PLAYSTATION,2006,PS2,Sports,Midway Games,0.26,56
The Incredible Hulk,PLAYSTATION,2008,PS3,Action,Sega,0.26,55
Deadly Premonition,XBOX,2010,X360,Action,Rising Star Games,0.26,68
Ford Racing 3,PLAYSTATION,2004,PS2,Racing,Take-Two Interactive,0.26,50
The Adventures of Tintin: The Game,PLAYSTATION,2011,PS3,Action,Ubisoft,0.26,59
Dragon Ball Z: Tenkaichi Tag Team,PLAYSTATION,2010,PSP,Fighting,Namco Bandai Games,0.26,63
Dynasty Warriors 7: Xtreme Legends,PLAYSTATION,2011,PS3,Action,Tecmo Koei,0.26,64
Naruto: Ultimate Ninja Heroes,PLAYSTATION,2006,PSP,Fighting,Namco Bandai Games,0.26,70
Angry Birds Trilogy,XBOX,2012,X360,Action,Activision,0.26,63
WWE 2K17,XBOX,2016,XOne,Sports,Take-Two Interactive,0.26,68
Battlestations: Midway,XBOX,2007,X360,Strategy,Eidos Interactive,0.26,73
Riding Spirits,PLAYSTATION,2002,PS2,Racing,BAM! Entertainment,0.26,59
Project CARS,XBOX,2015,XOne,Racing,Slightly Mad Studios,0.26,81
MLB 09: The Show,PLAYSTATION,2009,PSP,Sports,Sony Computer Entertainment,0.26,78
Bust A Groove 2,PLAYSTATION,1999,PS,Misc,Enix Corporation,0.26,66
Armored Core: Nexus,PLAYSTATION,2004,PS2,Simulation,Indie Games,0.26,73
Evolution Skateboarding,PLAYSTATION,2002,PS2,Sports,Konami Digital Entertainment,0.26,44
Outlaw Volleyball,XBOX,2003,XB,Sports,TDK Mediactive,0.26,77
Spider-Man: Web of Shadows,PLAYSTATION,2008,PS3,Action,Activision,0.26,67
Legaia 2: Duel Saga,PLAYSTATION,2001,PS2,Role-Playing,Eidos Interactive,0.26,67
Oddworld: Stranger's Wrath,XBOX,2005,XB,Adventure,Electronic Arts,0.26,88
King of Fighters: Maximum Impact,PLAYSTATION,2004,PS2,Fighting,Ignition Entertainment,0.26,64
Atelier Ayesha: The Alchemist of Dusk,PLAYSTATION,2012,PS3,Role-Playing,Tecmo Koei,0.26,70
Battleborn,PLAYSTATION,2016,PS4,Shooter,Take-Two Interactive,0.26,68
Drakan: The Ancients' Gates,PLAYSTATION,2002,PS2,Adventure,Sony Computer Entertainment,0.26,78
Resident Evil: Revelations,XBOX,2013,X360,Action,Capcom,0.26,75
Tony Hawk: Shred,XBOX,2010,X360,Sports,Activision,0.26,53
Tokyo Jungle,PLAYSTATION,2012,PS3,Action,Sony Computer Entertainment,0.26,74
Army of Two: The Devil's Cartel,XBOX,2013,X360,Shooter,Electronic Arts,0.26,54
Puppeteer,PLAYSTATION,2013,PS3,Platform,Sony Computer Entertainment Europe,0.26,80
Tom Clancy's Splinter Cell: Double Agent,PLAYSTATION,2007,PS3,Action,Ubisoft,0.26,78
Legendary,XBOX,2008,X360,Shooter,Atari,0.26,47
Peter Jackson's King Kong: The Official Game of the Movie,XBOX,2005,X360,Action,Ubisoft,0.26,80
All-Star Baseball 2003,XBOX,2002,XB,Sports,Acclaim Entertainment,0.26,79
MTX Mototrax,PLAYSTATION,2004,PS2,Racing,Activision,0.26,77
NBA ShootOut 2004,PLAYSTATION,2003,PS2,Sports,Sony Computer Entertainment,0.26,58
Formula One 2001,PLAYSTATION,2001,PS2,Racing,Sony Computer Entertainment,0.26,73
Baldur's Gate: Dark Alliance II,XBOX,2004,XB,Role-Playing,Acclaim Entertainment,0.26,77
Secret Weapons Over Normandy,XBOX,2003,XB,Simulation,LucasArts,0.25,77
Teen Titans,PLAYSTATION,2006,PS2,Action,THQ,0.25,56
Sega Rally Revo,PLAYSTATION,2007,PSP,Racing,Sega,0.25,74
Surfing H3O,PLAYSTATION,2000,PS2,Sports,Take-Two Interactive,0.25,46
NASCAR 09,XBOX,2008,X360,Racing,Electronic Arts,0.25,69
NASCAR 09,PLAYSTATION,2008,PS3,Racing,Electronic Arts,0.25,65
Game of Thrones,XBOX,2012,X360,Role-Playing,Focus Home Interactive,0.25,52
Amped 2,XBOX,2003,XB,Sports,Microsoft Game Studios,0.25,80
NHL 08,PLAYSTATION,2007,PS3,Action,Electronic Arts,0.25,86
Juiced 2: Hot Import Nights,PLAYSTATION,2007,PS3,Racing,THQ,0.25,71
The Powerpuff Girls: Chemical X-Traction,PLAYSTATION,2001,PS,Action,BAM! Entertainment,0.25,30
Dead or Alive Xtreme 2,XBOX,2006,X360,Sports,Tecmo Koei,0.25,53
PlayStation VR Worlds,PLAYSTATION,2016,PS4,Misc,Sony Computer Entertainment,0.25,59
Hunted: The Demon's Forge,PLAYSTATION,2011,PS3,Action,Bethesda Softworks,0.25,57
Men of Valor,XBOX,2004,XB,Shooter,Vivendi Games,0.25,73
NHL 08,XBOX,2007,X360,Action,Electronic Arts,0.25,85
WipEout Fusion,PLAYSTATION,2002,PS2,Racing,Sony Computer Entertainment,0.25,83
Prison Break: The Conspiracy,PLAYSTATION,2010,PS3,Action,Deep Silver,0.25,42
NHL 06,XBOX,2005,XB,Sports,Electronic Arts,0.25,79
Ultimate Fighting Championship,PLAYSTATION,2000,PS,Fighting,Ubisoft,0.25,53
XIII,XBOX,2003,XB,Shooter,Ubisoft,0.25,74
Up,PLAYSTATION,2009,PS3,Action,THQ,0.25,65
MotoGP '07,XBOX,2007,X360,Racing,THQ,0.25,78
Cars,XBOX,2006,X360,Racing,THQ,0.25,65
Hatsune Miku: Project Diva F 2nd,PLAYSTATION,2014,PS3,Misc,Sega,0.25,78
The Mummy: Tomb of the Dragon Emperor,PLAYSTATION,2008,PS2,Action,Vivendi Games,0.25,38
The Sims 2,XBOX,2005,XB,Simulation,Electronic Arts,0.25,75
The Bureau: XCOM Declassified,PLAYSTATION,2013,PS3,Shooter,Take-Two Interactive,0.25,69
World Series Baseball 2K3,PLAYSTATION,2003,PS2,Sports,Sega,0.25,87
Indiana Jones and the Staff of Kings,PLAYSTATION,2009,PSP,Action,Activision,0.25,63
The Outfit,XBOX,2006,X360,Action,THQ,0.25,70
Don King Presents: Prizefighter,XBOX,2008,X360,Sports,Take-Two Interactive,0.25,56
Devil Kings,PLAYSTATION,2005,PS2,Action,Capcom,0.25,64
Bolt,XBOX,2008,X360,Adventure,Disney Interactive Studios,0.25,57
Spider-Man: Edge of Time,XBOX,2011,X360,Action,Activision,0.25,57
Dynasty Warriors 6,PLAYSTATION,2008,PS2,Action,Tecmo Koei,0.25,43
America's Army: Rise of a Soldier,XBOX,2005,XB,Shooter,Ubisoft,0.25,70
Grandia,PLAYSTATION,1999,PS,Role-Playing,Ubisoft,0.25,89
Pirates of the Caribbean: The Legend of Jack Sparrow,PLAYSTATION,2006,PS2,Adventure,Ubisoft,0.25,51
Armored Core 4,XBOX,2007,X360,Simulation,505 Games,0.25,65
SBK Superbike World Championship,PLAYSTATION,2008,PS3,Racing,Black Bean Games,0.25,59
Disgaea 2: Dark Hero Days,PLAYSTATION,2009,PSP,Role-Playing,Nippon Ichi Software,0.25,83
Major League Baseball 2K7,PLAYSTATION,2007,PS3,Sports,Spike,0.25,74
Final Fantasy XI: Chains of Promathia,PLAYSTATION,2004,PS2,Role-Playing,Square Enix,0.25,77
The Chronicles of Riddick: Assault on Dark Athena,PLAYSTATION,2009,PS3,Shooter,Vivendi Games,0.25,80
TV Superstars,PLAYSTATION,2010,PS3,Misc,Sony Computer Entertainment,0.25,56
Family Guy: Back to the Multiverse,XBOX,2012,X360,Action,Activision,0.25,39
Ninja Gaiden 3,XBOX,2012,X360,Action,Tecmo Koei,0.25,58
Sword Art Online: Lost Song,PLAYSTATION,2015,PS4,Role-Playing,Namco Bandai Games,0.25,63
F1 2015,XBOX,2015,XOne,Racing,Codemasters,0.25,64
Digimon World: Data Squad,PLAYSTATION,2006,PS2,Role-Playing,Namco Bandai Games,0.24,43
Trials Fusion,XBOX,2014,XOne,Racing,Ubisoft,0.24,80
Far Cry Instincts Predator,XBOX,2006,X360,Shooter,Ubisoft,0.24,78
Onechanbara Z2: Chaos,PLAYSTATION,2014,PS4,Action,Nippon Ichi Software,0.24,57
Army Men: Sarge's Heroes 2,PLAYSTATION,2000,PS,Shooter,3DO,0.24,48
MLB,PLAYSTATION,2005,PSP,Sports,Sony Computer Entertainment,0.24,80
Skylanders: SuperChargers,XBOX,2015,XOne,Action,Activision,0.24,76
Britney's Dance Beat,PLAYSTATION,2002,PS2,Misc,THQ,0.24,63
Vexx,PLAYSTATION,2003,PS2,Platform,Acclaim Entertainment,0.24,63
Samurai Warriors 4,PLAYSTATION,2014,PS4,Action,Tecmo Koei,0.24,76
TimeSplitters: Future Perfect,PLAYSTATION,2005,PS2,Shooter,Electronic Arts,0.24,84
Genma Onimusha,XBOX,2002,XB,Action,Capcom,0.24,83
